Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201508,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"7,666"
201508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"24,205"
201508,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"23,096"
201508,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"11,437"
201508,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"7,965"
201508,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"7,622"
201508,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"7,295"
201508,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"16,286"
201508,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"15,705"
201508,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"4,345"
201508,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"4,101"
201508,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"164,617"
201508,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"160,952"
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"2,504"
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"10,465"
201508,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"12,889"
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"159,846"
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"155,585"
201508,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,44
201508,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"11,244"
201508,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"10,257"
201508,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"10,805"
201508,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"10,131"
201508,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,"8,356"
201508,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,"6,376"
201508,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"9,548"
201508,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"8,258"
201508,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,"84,588"
201508,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,"85,887"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"37,628"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"29,304"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"284,700"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"301,302"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,131
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"387,099"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"364,880"
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,175
201508,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"79,756"
201508,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"75,292"
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"7,777"
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"6,303"
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,744
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,"1,201"
201508,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,103
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"9,914"
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,914
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"13,481"
201508,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"20,197"
201508,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"45,625"
201508,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"44,505"
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"22,963"
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"16,690"
201508,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"5,026"
201508,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"194,329"
201508,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"190,563"
201508,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"4,541"
201508,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"3,541"
201508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"16,886"
201508,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"16,156"
201508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,"8,795"
201508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,"8,108"
201508,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,"4,108"
201508,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,"3,974"
201509,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"7,488"
201509,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"7,680"
201509,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"8,631"
201509,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"9,425"
201509,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,"17,359"
201509,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,"17,806"
201509,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"22,094"
201509,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"22,661"
201509,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"9,430"
201509,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"7,125"
201509,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"19,873"
201509,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"20,515"
201509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"8,676"
201509,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"8,903"
201509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"57,496"
201509,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"53,542"
201509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"4,763"
201509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"5,258"
201509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"6,869"
201509,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,554"
201509,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"118,938"
201509,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"120,880"
201509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"7,665"
201509,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"6,262"
201509,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"20,686"
201509,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"21,341"
201509,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"1,514"
201509,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"1,290"
201509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"18,713"
201509,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"15,635"
201509,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"7,824"
201509,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"7,873"
201509,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"6,408"
201509,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"5,159"
201509,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"6,074"
201509,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"4,971"
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"26,046"
201509,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"25,626"
201509,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"8,965"
201509,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"8,399"
201509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"142,133"
201509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"142,506"
201509,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"14,543"
201509,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"12,907"
201509,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,"10,515"
201509,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,"10,065"
201509,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"6,374"
201509,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"4,361"
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"25,698"
201509,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"25,516"
201509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"14,409"
201509,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"12,886"
201509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"6,306"
201509,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"6,380"
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"57,635"
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"59,332"
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,720
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,695
201509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"11,751"
201509,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"11,669"
201509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"6,766"
201509,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"5,679"
201509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"22,245"
201509,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"22,434"
201509,Miami Air International,GL,Miami Air International,GL,Domestic,US,Deplaned,Other,International,A,166
201509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"8,520"
201509,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"7,284"
201509,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"6,739"
201509,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"7,232"
201509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"13,956"
201509,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"12,514"
201509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"3,252"
201509,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"3,254"
201509,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"152,472"
201509,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"150,286"
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,454"
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"8,105"
201509,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"9,654"
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"149,173"
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"148,196"
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,14
201509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,"7,911"
201509,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,"7,294"
201509,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,"6,460"
201509,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,"6,429"
201509,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,"4,626"
201509,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,"4,295"
201509,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,"8,226"
201509,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,"8,497"
201509,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,"70,960"
201509,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,"75,159"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,"26,083"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,"23,414"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"246,806"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"271,922"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,126
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"343,151"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"331,556"
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,250
201509,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,"70,270"
201509,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,"63,156"
201509,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,"6,667"
201509,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,"7,034"
201509,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,362
201509,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,"1,008"
201509,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,98
201509,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,"10,029"
201509,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,987
201509,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"10,370"
201509,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"17,334"
201509,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,"41,859"
201509,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,"43,607"
201509,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,"10,826"
201509,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,"8,452"
201509,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,"3,340"
201509,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,"163,718"
201509,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,"171,093"
201509,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,"1,981"
201509,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,"1,886"
201509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"15,368"
201509,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"15,621"
201509,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,"7,427"
201509,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,"7,523"
201510,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,"7,105"
201510,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,"6,502"
201510,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"9,506"
201510,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"10,316"
201510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,"15,184"
201510,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,"14,346"
201510,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,"24,772"
201510,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,"23,406"
201510,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"7,620"
201510,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"9,208"
201510,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"15,190"
201510,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"14,356"
201510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"7,695"
201510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"9,528"
201510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,"52,272"
201510,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,"54,817"
201510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"5,890"
201510,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,"6,331"
201510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"6,758"
201510,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"7,097"
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,"36,425"
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,"37,762"
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"127,606"
201510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"128,594"
201510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"7,483"
201510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"8,342"
201510,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"22,535"
201510,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"22,169"
201510,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,"3,520"
201510,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,"3,489"
201510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"22,437"
201510,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"19,293"
201510,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"7,448"
201510,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"9,863"
201510,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,"5,391"
201510,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,"5,565"
201510,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,"5,525"
201510,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,"5,980"
201510,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"25,971"
201510,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"27,010"
201510,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,"10,530"
201510,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,"9,641"
201510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"116,955"
201510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"158,151"
201510,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,68
201510,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"14,470"
201510,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"17,128"
201510,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,"9,515"
201510,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,"11,567"
201510,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,"6,267"
201510,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,"5,701"
201510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"28,141"
201510,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"28,213"
201510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,"13,620"
201510,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,"14,929"
201510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,986"
201510,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"6,826"
201510,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"64,326"
201510,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"63,221"
201510,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,114
201510,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,144
201510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"11,022"
201510,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"10,221"
201510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"6,453"
201510,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"7,526"
201510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"23,713"
201510,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"22,825"
201510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"8,694"
201510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"10,022"
201510,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,"7,317"
201510,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,"6,674"
201510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"11,678"
201510,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"15,458"
201510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"3,717"
201510,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"3,642"
201510,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"167,699"
201510,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"164,943"
201510,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,"1,414"
201510,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,"10,501"
201510,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,"13,106"
201510,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"156,435"
201510,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"155,152"
